# ln(den) G1 G2 G3 G4 G5 G6
3.908942222596927252e-01 4.007151870447626330e+00 3.329967417337699187e-01 -1.892951999999999968e+00 -1.616495999999999933e+00 -5.435639999999999361e+00 4.127412000000000525e+00
3.996242416151488119e-01 -4.704438727992634739e+00 -4.381270965178180044e-01 -2.710475999999999885e+00 5.648267999999999844e+00 2.157048000000000076e+00 -1.277784000000000253e+00
1.882013189759734528e+00 -4.242524360591572452e-01 1.735878430644201442e+00 2.536824000000000190e+00 -1.933020000000000294e-01 -1.583040000000000003e+00 8.165999999999999925e-01
9.925601329285193009e-01 -2.648710226023978653e-02 9.175876599938675993e-02 -1.564164000000000332e+00 1.865844000000000114e-01 6.161004000000000147e+00 -3.844559999999999977e+00
2.098497708235757653e+00 -2.021421023061426570e-01 1.402139790288107424e+00 1.879512000000000072e+00 2.849268000000000356e+00 -7.729608000000001145e-01 8.481120000000001991e-01
-1.016927485649578689e+00 -4.865502392530278719e+00 -6.249405253773829827e-01 3.952932000000000556e+00 -1.663476000000000177e+00 -2.761764000000000330e+00 -4.145484000000000391e-01
-1.449835776528824560e+00 3.015702663382578974e-01 -1.124590478499330137e+00 -7.100747999999997617e+00 5.623271999999999160e+00 2.799839999999999662e+00 -3.643775999999999904e+00
-9.855850241951913393e-01 1.201481782151828437e+00 -1.748727010597111997e-01 -8.058851999999998128e+00 -1.302155999999999647e+00 -4.666787999999998382e-01 1.895639999999999770e+00
-1.102921223373141135e+00 1.306673007251847540e+00 -7.180877942491238342e-01 -3.143688000000000038e+00 4.559496000000000659e-01 2.411291999999999547e+00 -9.153192000000000661e+00
1.438778423809328855e+00 3.547346070472213508e+00 6.148032103419779348e-01 1.518720000000000070e+00 3.254795999999999356e+00 -2.680260000000000087e+00 2.979911999999999672e+00
-2.159330728631995822e+00 1.515096298227909699e+00 4.402232192350837847e-01 -4.260671999999998683e-01 -8.708075999999998373e+00 -5.003375999999999379e+00 -5.102604000000000362e+00
1.993415637630339576e+00 6.319894647427509726e-01 1.580015148094990884e+00 1.291535999999999795e+00 -1.567187999999999581e+00 -1.530336000000000141e+00 2.102663999999999866e+00
-4.072569568926744488e+00 4.660871110849555965e-01 -1.886738344809619328e+00 -5.061876000000001596e+00 7.414020000000002497e+00 -5.597628000000002046e+00 5.323884000000000505e+00
-1.327337413794967835e+00 -1.061934330380443159e+00 -9.653541477963494266e-01 4.615116000000000440e+00 -3.228527999999999842e+00 -6.433307999999998472e+00 2.167127999999999943e+00
-1.678149552492745888e+00 1.447255144376727642e+00 -3.146728030046095803e+00 1.295099999999999918e+00 8.722560000000000313e-01 1.457832000000000017e+00 7.843344000000000094e+00
6.736692346916492991e-01 1.948997419759508354e+00 5.135617317806563387e-01 1.480488000000000026e+00 3.627324000000000659e+00 -1.679724000000000217e+00 1.981032000000000348e+00
-1.397735399647608956e+00 -5.285645184259810669e-01 2.876808471963848035e+00 3.645744000000001428e+00 -6.186600000000000321e+00 2.161404000000000103e+00 -3.208667999999999854e+00
3.938209931304980510e-02 2.354742800042475714e+00 -1.249106528532650806e-01 -2.072028000000000425e+00 -1.378080000000000194e+00 -2.028768000000000349e+00 -3.788388000000001199e+00
1.376556296121399958e+00 4.994128043087107116e+00 -1.114996109985330747e-01 -2.980740000000000833e+00 -1.168592400000000309e+00 -1.505592000000000041e+00 2.917560000000000819e+00
-1.286854277268429714e+00 -4.447457519043231500e+00 -2.050357206188001769e+00 -1.453775999999999957e+00 -4.305480000000001084e+00 1.073341199999999995e+00 3.320988000000000273e+00
-3.245618314388415637e+00 -1.239249874052864575e+00 5.564873239416794348e-01 -5.562395999999999674e+00 -1.088147999999999982e+01 -1.907004000000000143e+00 5.856263999999999914e-02
-8.211592503949198818e-01 -7.363265202530099529e+00 -6.615910984131194716e-01 5.629752000000000089e-01 -2.852555999999999869e+00 9.389279999999999848e-02 -4.624331999999999887e+00
6.465635623287779854e-01 -3.930589686374977854e-01 3.007453356939380207e-01 -4.681403999999999677e+00 2.363039999999999807e+00 2.537387999999999533e+00 4.574855999999999367e-01
1.723038634588061280e+00 -1.596176235143237587e+00 -7.132249103954186875e-01 4.930895999999999058e-01 -5.374943999999998390e+00 3.930683999999999845e-01 -1.274351999999999929e+00
8.114411856414734947e-01 2.041954145594798042e+00 -2.580949929204606530e+00 1.021536000000000222e+00 -2.467896000000000534e+00 -5.987088000000000410e-01 5.476763999999999522e-01
-5.118477891781447742e-01 4.513999841854678396e-01 -1.646108044146358029e+00 -2.929068000000000005e+00 6.084191999999999823e+00 5.925312000000000356e-01 -3.264348000000000027e+00
2.579134258310128214e+00 1.405343439892549950e+00 1.255493866913779677e-01 -1.990511999999999393e+00 -2.182271999999999323e+00 -1.224035999999999680e+00 2.210219999999999629e+00
1.414628950442513355e+00 -5.315131881815366999e-01 9.788844537150975800e-01 2.735759999999999970e+00 7.063079999999999359e-01 5.271287999999999307e+00 1.196877599999999875e+00
1.525626517354608191e+00 3.779655157681218292e+00 1.878011608706983693e-01 2.868468000000000906e+00 -2.190024000000000193e+00 2.826204000000000160e+00 2.628816000000000042e+00
1.639673465170474076e+00 -7.214550638200667443e-02 1.255952290501211932e+00 -3.552251999999999299e+00 3.240047999999998929e+00 -1.808891999999999722e+00 -8.575824000000000780e-01
-1.371488747807135256e-01 -3.813769798812799650e+00 9.788723771337296542e-01 1.538507999999999765e+00 1.996356000000000019e+00 6.123371999999999815e+00 -4.041792000000000051e+00
1.081583462525236072e+00 4.119504599224148578e+00 -1.711736152601624594e+00 -2.562467999999999690e-02 2.630507999999999402e+00 -1.833575999999999873e+00 1.199614799999999537e+00
1.347577640565050139e+00 3.321111199983454831e+00 -1.504977169722504948e+00 -1.399859999999999882e+00 -1.408295999999999992e+00 3.603683999999999887e+00 -2.855639999999999568e-02
1.363745810204992859e+00 1.483950176455676839e+00 -6.466735079378431728e-01 3.298247999999999180e+00 -3.106799999999999784e+00 2.545259999999999856e+00 3.712775999999999854e+00
-2.154611657636652300e+00 1.951413176929979842e+00 -4.444553347776439622e+00 3.550512000000000334e+00 1.578828000000000120e+00 5.931192000000001130e+00 1.837524000000000601e+00
2.051327947179370614e+00 -2.038906050072922138e+00 9.076280277461307167e-01 -7.341372000000001563e-01 2.003724000000000061e+00 -1.381488000000000160e-02 3.816959999999999908e+00
-1.174434604585118391e+00 5.145955415854502668e+00 -4.556232257879678227e-01 1.135015199999999946e-01 -4.800000000000000711e+00 6.970487999999999573e+00 2.740763999999999534e+00
-3.734455916795008878e+00 2.187264218669354499e+00 -6.997765318874452634e-01 -2.492748000000000186e-01 1.003826399999999808e+01 1.853688000000000002e+00 1.085721599999999842e+00
1.021635769546010541e+00 4.212765463551243705e+00 -4.121908270293259124e-01 -2.009964000000000084e+00 3.854111999999999538e-01 4.404012000000000704e+00 3.449387999999999899e+00
5.359694339673228836e-01 2.800398285114601649e+00 -1.834507486382787267e+00 -2.456856000000000151e+00 2.136935999999999836e-01 -4.345356000000000218e-01 -8.106311999999999962e-01
2.045081557061302124e+00 1.751664785342746722e+00 -1.118622645045749486e+00 -2.239523999999999404e-01 -4.522871999999998893e-01 -2.157479999999999620e+00 -3.426263999999999310e+00
-1.319548298852801782e-01 6.915802515974120546e+00 7.981485052445114192e-01 4.998432000000001096e+00 -2.433216000000000268e-01 9.907367999999998620e-01 -1.821528000000000258e+00
-3.264553866826934159e-01 -2.711887436399924134e+00 4.749125551954335167e-01 -3.835283999999999693e+00 4.835615999999999026e+00 -1.010677199999999942e+00 -6.218507999999999036e+00
2.022992082323024743e+00 2.661076965499407088e+00 -3.642042186072923515e-01 -2.438147999999999982e+00 1.979603999999999531e-01 7.799339999999997941e-01 3.977591999999999128e+00
-2.159996784542929760e+00 -6.794287494016904461e+00 -9.755357119693316981e-02 1.855607999999999924e+00 -2.976551999999999865e+00 -7.801248000000000182e+00 -3.369372000000000256e+00
1.460612440519376998e+00 -1.920968022809117048e+00 -1.339377487164841396e+00 -2.807412000000000241e+00 -1.961580000000000545e+00 2.641224000000000238e+00 1.954548000000000396e+00
7.346907622193076248e-01 3.834865484713894990e+00 -7.965044448946980715e-01 -1.412244000000000055e+00 5.921988000000000252e-01 1.825319999999999609e+00 -5.998775999999999442e+00
3.928097285457624599e-01 -1.345353712660398493e+00 -4.551741675049988944e-01 4.161024000000000278e+00 -2.359776000000000096e+00 4.725540000000000518e+00 4.576644000000000823e+00
2.068271756715279963e+00 2.041609162132417832e-01 -4.014877175715380608e-01 3.818112000000001061e+00 -6.110892000000001101e-01 1.326504000000000294e-01 3.626964000000000077e+00
8.290303867103278046e-01 -3.616120816991742704e+00 -1.253723084991037684e+00 5.035872000000000126e-01 3.914051999999999865e+00 -1.081160399999999910e+00 2.019324000000000119e+00
1.378514482821731502e+00 1.354473562762296357e+00 1.661337873825182998e-01 -5.608740000000000947e-01 4.101431999999999967e+00 4.888007999999999242e+00 -1.714344000000000090e+00
2.663279579756927973e+00 9.084486495175968512e-01 8.310616708729697821e-01 -1.797635999999999346e+00 5.126063999999999066e-01 -2.310443999999999498e+00 -1.041076800000000080e-02
-2.061931955322743981e+00 -3.598779292026557997e+00 1.623527884797018039e+00 2.091444000000000081e+00 -1.750896000000000008e+00 -5.038883999999999030e-01 7.782023999999999830e+00
5.980676570783106660e-01 -3.143502324434441331e+00 1.645285702772855796e+00 5.088287999999998590e+00 2.454503999999999020e-01 -1.072337999999999791e+00 2.471555999999999642e+00
-1.655485570098012227e+00 3.113634970622190856e+00 -3.057699331987881131e+00 -4.205940000000001788e+00 -1.575612000000000679e+00 -3.860556000000000765e+00 9.669624000000004438e-02
-1.648224025440702567e+00 -7.108805592305807330e+00 -5.390136823937538568e-02 -2.098896000000000317e+00 -3.282348000000000487e-01 2.951772000000000062e+00 -7.395503999999998967e+00
2.233157013404646563e+00 -3.313793344361912752e+00 1.866563020813662988e-01 3.805080000000000129e-01 2.010720000000000063e+00 -1.328807999999999989e+00 -2.880863999999999869e+00
-1.839570484675885353e+00 3.395131523523942985e+00 -1.245158137989427649e+00 2.769851999999999759e+00 1.126383599999999596e+00 7.295171999999999990e+00 6.074027999999998428e+00
-1.162712989420696896e+00 3.819915065609836846e-01 -1.359513783603749637e+00 -5.131595999999998270e-01 3.055836000000000108e-01 7.065000000000001279e-01 8.556515999999998456e+00
2.093154364795096090e+00 -3.764286508850724466e+00 -6.434361834632190691e-01 -7.402895999999999921e-01 2.052527999999999853e-01 1.847963999999999940e+00 2.626236000000000015e+00
-2.047189292403420069e+00 -5.540017110540918388e+00 -2.127068888924349199e+00 -1.291799999999999837e+00 -1.151042399999999910e+00 4.969667999999998642e+00 -9.581207999999998837e-01
6.870607583534023011e-01 -3.568941137663925178e-01 4.331359587841208669e-01 -1.019314800000000076e+00 2.669807999999999737e+00 3.616416000000000075e+00 -6.304200000000001580e+00
-2.766064981727171634e+00 -1.052616650818920441e+01 8.329815206247435100e-01 4.000704000000000704e+00 2.147892000000000134e+00 -6.541019999999999612e-01 -2.844036000000000008e+00
2.198342087880755358e+00 -3.940144019996886460e+00 2.883440821635605347e-02 -3.635364000000000304e-03 3.862307999999999852e-01 1.198335600000000056e+00 3.036480000000000068e+00
5.030569659388370862e-01 1.224634648499660639e+00 -6.143288660932284539e-01 5.365823999999999927e+00 2.375496000000000052e+00 -1.056065999999999949e+00 5.189496000000000109e+00
-1.589168095380480317e+00 -5.800499385795623297e+00 2.326216134377845801e+00 -1.059311999999999809e+00 -1.253616000000000064e+00 -2.066375999999999991e+00 -5.774123999999999590e+00
-3.950964640556418883e-02 3.530141866409246543e+00 -7.128599519241102245e-01 3.129011999999999460e+00 -1.564523999999999360e+00 -6.581291999999997699e+00 2.820551999999999282e+00
-2.598505407655371968e+00 -7.156482136013222473e-01 1.820580961418536425e+00 -4.813152000000001429e+00 -1.217028000000000221e+00 -2.020296000000000536e+00 -8.725140000000001450e+00
-1.140800788300076585e+00 5.000125389225508199e-01 -5.340574970477693917e-01 2.007827999999999946e+00 -8.086235999999999979e-01 -4.706700000000000328e-01 9.950772000000000617e+00
2.427274429924612120e-01 -3.744768257933542621e+00 1.819891060626988910e+00 -7.293863999999998793e-01 8.359535999999998523e-01 2.331731999999999694e+00 -1.665647999999999573e+00
-1.032378742346440559e+00 -9.358810611030918380e+00 4.521703064640177905e-01 2.467103999999999075e+00 -2.889239999999999142e+00 2.581871999999999501e-01 3.404795999999999379e-01
1.018276667576651473e+00 -2.715426823662293820e+00 8.241881348620297976e-01 -5.111520000000000508e+00 3.595991999999998967e+00 -7.761635999999998425e-01 1.481867999999999963e+00
-3.313468548054385288e+00 3.696970997195109243e-01 -3.730074483640783534e+00 -8.008319999999999883e-01 -8.935512000000001009e+00 -8.312952000000000119e-01 -4.510452000000000794e+00
2.308713914286478097e+00 -9.594152002133653490e-01 5.564100404357190388e-02 1.933368000000000198e+00 3.651396000000000086e+00 1.343400000000000150e-01 -2.380500000000000060e+00
2.895671070264811409e+00 9.681150815259190745e-01 9.984466191658573075e-01 -1.373483999999999816e-01 -2.930423999999999252e-01 2.855375999999999470e-01 -7.115711999999998483e-01
1.015680176168633153e+00 2.117029268974563561e+00 -1.985235574357953059e+00 3.092604000000001019e+00 -1.562544000000000377e+00 -1.398696000000000161e+00 -4.842096000000000178e-01
2.631700112282418513e-01 -6.537713576020455442e+00 2.992275357442855110e-01 3.267227999999999355e+00 3.675767999999998370e+00 -1.926180000000000003e+00 -1.193858399999999875e+00
9.710105974951183105e-02 -2.706868287050152588e-01 1.005468921482155720e+00 -1.129403999999999630e+00 -2.161151999999999518e+00 -2.186075999999999908e+00 9.170471999999998958e-02
-1.394498974769903255e+00 -3.639744530266418865e-01 1.692998994190632267e+00 -2.619432000000000205e+00 -1.260203999999999880e+00 2.974643999999999622e+00 7.766759999999997888e+00
-1.154524237547571497e+00 -3.923927898725121821e+00 2.552940209339239708e+00 3.034248000000000722e+00 3.743256000000000583e+00 -3.215472000000000330e-01 -3.993672000000000111e+00
3.711817309149199606e-01 -2.107702916169584828e+00 -1.354711865907419543e+00 2.242091999999999530e+00 -2.742563999999999780e+00 2.699195999999999707e+00 -1.668095999999999801e+00
-4.383885369028533319e+00 1.628866438999000188e+00 -1.411852911144820366e+00 -3.415032000000000068e+00 9.349607999999999253e-01 7.472556000000000198e-01 -1.150305600000000261e+01
6.578143211635139043e-01 -1.524225098606630802e+00 7.994546443189075591e-01 -2.223396000000000150e+00 -4.899240000000000705e+00 8.429399999999998006e-01 5.120808000000000249e+00
2.474851959389616773e+00 -1.178001466665464347e+00 -9.319066897465964061e-01 1.300187999999999899e+00 1.666247999999999729e+00 -2.482247999999999344e+00 -5.223396000000000150e-01
-8.367361860940469853e-01 -1.923511709593002994e+00 6.516777605892007386e-02 -6.602867999999999071e+00 -1.773791999999999369e+00 3.888263999999999054e+00 9.070559999999998624e-01
3.585677650444906717e-01 -2.169356217170539392e+00 1.663102498111609373e+00 4.023875999999999564e-01 1.131809999999999761e+00 6.488759999999999195e+00 3.381815999999999711e-01
7.844284435168535907e-01 2.860656846503613071e-01 -1.977417399666050679e+00 1.497468000000000243e+00 1.552104000000000150e+00 -2.897832000000000630e+00 -6.362867999999999302e-02
-1.829120405138358274e+00 -4.731564180210659387e+00 1.038553038955469521e-01 2.403911999999999716e-01 5.981891999999998433e+00 -3.613883999999999652e+00 -3.405863999999999558e-01
-1.347743703692274364e+00 7.843599441211862811e+00 -1.514122795969228275e+00 1.373280000000000056e+00 -5.012748000000000204e+00 -1.473815999999999793e+00 1.473095999999999961e+00
1.919254874634732211e+00 -2.995044442128205198e+00 5.773541422267350898e-01 1.865448000000000217e+00 -3.396096000000000004e+00 -1.166749199999999931e+00 2.243400000000000283e+00
-6.528466966435658492e+00 -2.392674313370338091e+00 -2.822992677253537863e+00 -1.030161599999999922e+01 -5.605356000000000449e+00 -2.176032000000000188e+00 6.080639999999998935e+00
2.449882357179545611e+00 -5.054210620564482115e-01 1.520394169948495119e-02 3.212892000000000081e+00 -6.577235999999999638e-01 -2.367852000000000068e+00 1.921811999999999854e+00
8.184751351041692491e-01 1.540274153335754237e+00 1.215093640365742855e+00 -3.630695999999999368e-01 -1.046641199999999827e+00 -4.375560000000000116e+00 1.770011999999999697e-01
1.594615090987409944e+00 -1.082101293804272668e+00 1.161619990684887194e+00 -1.728264000000000244e+00 4.226435999999999638e+00 -2.590380000000000127e+00 1.142236800000000052e+00
8.100021269255577305e-01 3.247165338681631486e+00 1.529493554940214883e+00 6.735515999999999170e-01 -4.750319999999998544e+00 -1.183822799999999953e+00 2.445527999999999924e+00
-2.896743140943622632e-02 -1.447574307298088891e+00 -1.509215890202300958e+00 -5.969028000000001555e+00 4.340892000000000639e-01 -4.212324000000000623e-01 4.235400000000000276e+00
1.562221354882403768e+00 5.022995826921819784e+00 7.084933869694547415e-01 -3.071183999999999248e+00 1.280627999999999878e+00 -9.768731999999999971e-01 5.790839999999999321e-01
-2.130417972362591339e+00 3.494363794506995635e+00 7.074965023927600738e-01 -6.728207999999998634e+00 4.438176000000000343e+00 5.302475999999999523e+00 4.575395999999999574e+00
2.292229314745553914e+00 5.464406442481336557e-01 4.544771914995434092e-01 4.144163999999999959e+00 1.387295999999999863e+00 -1.711079999999999490e+00 -3.376271999999999607e-01
4.555846131581643699e-02 -5.861720476022632020e+00 1.234235198250595245e+00 1.842756000000000505e+00 1.996572000000000013e+00 4.578876000000000168e+00 1.764731999999999967e+00
2.275236720547699765e+00 -1.045677511786097247e+00 7.140742626807154991e-01 -1.127764800000000012e+00 3.171131999999999618e+00 -2.112371999999999694e+00 -1.880195999999999534e+00
1.312988200544810580e+00 9.828397274721725752e-02 3.565275526555747310e-01 2.854763999999999857e+00 2.965679999999999872e+00 3.997752000000000194e+00 -3.693407999999999802e+00
-4.160390563200353498e-01 6.673902380962259961e+00 -1.610969223852942944e+00 -3.700823999999999891e+00 -2.562888000000000055e+00 4.469028000000001555e-01 -1.711332000000000075e+00
9.891440055031701650e-01 -1.389663983233923927e+00 -9.797298236288083384e-01 4.413564000000000931e+00 -2.096844000000000374e+00 3.314340000000001396e+00 3.203580000000000094e+00
2.249247884007501419e+00 1.096314800521320659e-01 8.711352689428389362e-02 -4.814280000000000115e+00 -3.884832000000000285e-01 1.304423999999999584e+00 1.583711999999999898e-01
-7.391316213676587532e-01 2.759652028788913136e-01 2.976285007773463942e+00 4.001076000000000299e+00 -4.164719999999999533e-02 -3.092291999999999597e+00 -5.694684000000000967e-01
1.534330057979069739e-01 -4.236253920542067952e-01 -2.949962241743911973e-01 -1.019311199999999751e+00 3.740723999999999272e+00 4.899563999999998920e+00 -2.624867999999999313e+00
-4.953847341150331651e+00 3.304266063405920217e+00 -5.909672822629862265e-01 -5.484120000000001660e+00 -6.303084000000001907e+00 6.256116000000002231e+00 8.679563999999999169e+00
2.260342412388274713e+00 2.651813664687961758e+00 4.898751758379523702e-01 2.328131999999999646e+00 2.846711999999999687e+00 8.402028000000000274e-02 1.540163999999999422e+00
1.156751257613531703e+00 3.016579419456072664e+00 1.138939739133953299e+00 -5.343852000000000046e+00 1.519919999999999494e+00 8.753136000000000250e-01 -4.776996000000000020e-01
4.698817979950206114e-01 -6.064990045003328945e-01 1.803409571229598107e+00 -5.015303999999998652e+00 2.059499999999999886e+00 -8.891687999999999814e-01 1.202916000000000096e+00
2.473662585859792262e+00 1.377605257669329397e+00 9.950041477301677095e-02 9.516672000000000464e-01 8.668800000000000949e-01 2.382515999999999856e+00 3.229547999999999419e+00
2.686052705336153590e+00 4.888742353174637678e-01 -6.591706296003962962e-01 3.248544000000000986e-01 3.117959999999999621e-01 2.157444000000000361e+00 2.450784000000000074e+00
5.445887078175779550e-01 3.136141300054063219e+00 1.543173433754654544e+00 -9.707376000000003113e-01 1.509612000000000176e+00 -7.969344000000000428e-02 5.823744000000001364e+00
5.320953458212507314e-01 -4.028540185244471772e+00 -2.879990873481991231e-01 3.690263999999999989e+00 2.952420000000000044e+00 7.199711999999998391e-02 5.196551999999999616e+00
2.281842331747212071e+00 2.406096385469166599e+00 8.843922108430208873e-01 -2.694131999999999749e+00 -6.242891999999998776e-01 4.472087999999999619e-01 2.107703999999999578e+00
2.301802884911710478e+00 8.364831555078954262e-01 -9.107241739365761202e-01 -3.199872000000000050e+00 2.328587999999999880e+00 -4.637412000000000756e-01 6.862092000000001857e-01
-1.336905944624522946e-01 -3.418040335265911001e+00 1.886045156683350821e-01 4.170131999999999728e+00 -3.618660000000000210e+00 2.238191999999999737e+00 -5.903831999999999525e+00
4.836367145089123104e-02 5.155751273236595544e+00 1.493905329748698718e-02 1.818767999999999940e+00 5.745155999999999707e+00 3.709667999999999743e+00 1.133800799999999720e+00
1.468685023980583537e+00 -1.434310161757992086e+00 1.063936837270962998e+00 3.917423999999999573e+00 9.392255999999998828e-01 -3.299628000000000227e+00 -2.371535999999999866e+00
-1.618716093787576360e-01 -3.501502173280373498e+00 2.928729247268245794e-01 -3.359280000000000044e+00 5.234015999999999114e-01 1.517412000000000205e+00 7.495752000000000415e+00
1.563805151255971193e+00 -2.338990995494439229e+00 1.392258522688308631e+00 2.572283999999999793e+00 -3.182315999999999256e+00 -1.527791999999999817e+00 -1.230227999999999877e+00
9.542195624889963090e-01 1.373563718930536748e+00 -6.745844675352906383e-02 3.004800000000000360e+00 -2.984472000000000236e+00 1.438823999999999881e+00 -1.672319999999999807e+00
2.678958967857947737e+00 2.893019652733107794e+00 -6.627393784548539779e-01 -3.446903999999999333e-03 -7.030955999999998207e-01 -1.209011999999999531e+00 9.761532000000000542e-01
-5.744543126430367019e-01 -3.693980323055670922e+00 -1.177217501134562472e+00 3.789731999999999879e+00 1.466328000000000298e+00 6.658176000000002315e-01 -4.085928000000000004e+00
-5.333890183365149751e-01 2.242942481397109389e-01 -2.739406652706990325e-02 3.381683999999999912e+00 6.478871999999999964e+00 -1.994759999999999867e+00 -2.338283999999999807e+00
5.306290971837045178e-02 -5.708298541851068997e-01 1.976161230217047704e+00 4.864008000000000109e+00 2.153772000000000020e+00 3.556235999999999287e+00 -2.305415999999999688e+00
-2.812213407827182099e+00 -1.925596830936372239e+00 1.761753208600158049e-01 6.065507999999999456e-01 -1.820471999999999646e+00 -8.598947999999998260e+00 -8.063663999999999277e+00
-3.478224750812090260e+00 -3.517575905638439249e+00 -6.793421001751422938e-01 1.477980000000000071e+00 8.680464000000003288e-01 8.145672000000001134e+00 -5.969952000000000147e+00
2.000482012515217178e+00 8.519206446303396740e-01 1.847146873785196208e-01 2.101488000000000245e+00 4.419084000000000900e-01 -2.022012000000000587e+00 4.625747999999999749e+00
-5.831848153194552076e+00 -1.736905479693154009e+00 5.594150431111057920e-01 -1.822127999999999803e-01 4.469903999999999655e+00 -4.746083999999999747e+00 1.043664000000000058e+01
-1.195035960006836234e-01 6.215220026789610053e+00 2.214825098406089321e+00 -1.732235999999999887e+00 6.724391999999999037e-01 -8.014739999999997977e-01 -2.090243999999999783e-02
1.057610235931206288e+00 -8.615559742027905088e-01 -1.742562213599446963e+00 1.594500000000000028e+00 -2.621436000000000099e+00 -1.011597599999999986e+00 1.594019999999999992e+00
7.907615438075611680e-02 -2.542961230889073221e+00 -7.937770545899661134e-02 1.742496000000000045e+00 -3.739379999999999926e-01 -2.794920000000000737e+00 -4.913160000000001304e+00
-1.532164879820218095e-01 -2.913030246392175115e+00 -1.298777220240906027e+00 2.817540000000000155e+00 -8.370095999999997982e-01 3.988404000000000060e+00 -5.522040000000000504e+00
-2.374197322371981445e-01 1.362258163815350365e+00 -2.191978655070254245e+00 4.435932000000000208e+00 -1.028998799999999880e+00 -4.255895999999999013e-01 3.119159999999999933e+00
-3.940722358169582856e-02 4.382532025484299432e+00 2.321685082212648243e+00 -8.573772000000001725e-02 2.130684000000000466e+00 1.090738800000000452e+00 -3.461304000000000158e+00
-1.383244069373967822e-01 5.950517989372476002e+00 -1.376850729022426334e+00 1.400963999999999654e+00 -4.115687999999999569e+00 -2.983259999999999579e+00 -1.958423999999999943e+00
3.912715361592519203e-01 6.496832029049067536e+00 -4.772627771423138543e-01 1.211087999999999720e+00 3.139368000000000158e+00 3.788195999999999231e+00 -1.129439999999999888e-01
1.168485666262906619e+00 -1.506672343134914938e+00 8.305704633716024521e-01 1.795452000000000048e+00 -3.809976000000000473e-01 1.407443999999999917e+00 3.278579999999998940e+00
2.430047781866582213e+00 4.808955489647888659e-01 1.085056338275395584e-02 2.126160000000000494e+00 -3.478920000000000012e+00 -1.542527999999999899e+00 1.246428000000000313e+00
3.022791173117304608e-01 2.835934729064032211e+00 -1.520797832932042348e-01 2.854236000000000550e-01 -7.206432000000001281e+00 -3.407784000000001257e+00 -1.550700000000000125e-03
1.882702839424358121e+00 -1.000073247000333732e+00 4.524902200488387094e-01 3.240095999999999421e+00 -8.810051999999998218e-01 -3.332867999999999498e+00 2.983439999999999870e+00
1.016118985506801797e+00 1.122536234135862454e+00 7.813636763620540604e-01 1.950803999999999760e+00 6.393707999999998393e+00 1.918068000000000106e+00 -4.546475999999999851e-01
-7.896264069192295842e-01 3.714266889819093809e+00 -1.308751353533432193e-01 1.821323999999999943e+00 1.830828000000000122e+00 -7.294427999999999468e-01 -8.770728000000000080e+00
-1.433464421200293604e+00 -2.071060784394054721e+00 -5.934535213376287421e-01 7.880387999999999948e+00 4.116876000000001312e+00 -5.127467999999999471e+00 9.489467999999998682e-01
-3.349484947044695904e+00 8.678676584867059951e-01 -1.293005387822661723e+00 9.122424000000002309e-01 -2.303412000000000681e+00 6.229223999999999428e+00 -6.690360000000001861e+00
-9.146160692073016518e-01 -1.149421181800388769e+00 -1.681756814310350290e+00 2.046935999999999645e+00 1.899179999999999424e+00 -6.598547999999999192e+00 2.822387999999999675e+00
8.063035261788312758e-01 -2.525491969238944368e+00 4.353175159445584752e-01 -2.220035999999999454e+00 -1.595963999999999494e+00 5.782871999999999346e+00 3.308364000000000082e+00
-1.929689544701862047e+00 1.360083813504999295e+00 2.028317739852596446e+00 1.022038800000000025e+00 -2.552544000000001034e+00 -1.306512000000000340e+00 -7.649843999999999866e+00
-1.115620432296376086e+00 1.134946405592474061e-01 -1.761996665655029881e+00 4.408595999999999293e+00 2.647871999999999559e+00 3.503279999999999728e-01 4.134095999999999549e+00
1.892309373803878758e+00 1.639217889480569568e+00 4.786944492458698741e-02 -1.232051999999999925e+00 5.151923999999999282e+00 9.790355999999997838e-01 -1.403267999999999960e+00
-6.140702574498887317e-02 1.066820066112013077e+00 -8.074429808815679621e-01 3.947579999999999423e+00 6.510036000000000156e-01 -5.595588000000000228e+00 7.311324000000000156e-01
-2.738459742182665302e+00 -4.448351990766749253e+00 3.049080019864047308e+00 3.972708000000001460e-01 -6.116040000000001697e+00 -1.861428000000000527e+00 3.103464000000000667e+00
5.158263248969622294e-01 -6.405885312305363843e-01 -1.785722452653550896e+00 4.051320000000000476e+00 -1.490459999999999896e+00 -1.607724000000000153e+00 1.392576000000000036e+00
4.111766256740900793e-01 1.188775979554229423e+00 1.017265232620999882e+00 5.561183999999999905e+00 1.354008000000000100e+00 8.951339999999998742e-01 -9.626340000000002117e-01
-3.202269495361396157e-01 1.107708006044225924e+00 5.960197846152528456e-01 -3.016356000000000925e+00 -2.355827999999999811e+00 -8.029055999999998861e+00 -1.898867999999999778e+00
-4.488553055480372755e+00 6.478028922514651455e-01 -1.968074774707149421e+00 -2.339807999999999666e+00 8.701776000000000622e+00 4.769459999999999811e-01 8.014319999999999666e+00
2.837101086040695996e+00 -1.415580217155891107e+00 -6.036275752859534549e-01 2.231088000000000626e+00 6.074988000000000055e-01 6.205248000000001748e-03 7.927043999999998647e-01
5.159806332192939937e-01 -3.285468731972778222e+00 -3.170752504200602395e-01 -2.070804000000000311e+00 2.260151999999999994e-01 -6.822947999999999347e+00 -2.039051999999999865e+00
