398,46283
399,46892
400,46967
401,47086
402,47846
403,48142
404,48373
405,48975
406,49030
407,49535
408,49510
409,49529
410,50032
411,50464
412,50655
413,51118
414,51393
415,51480
416,51752
417,51931
418,52393
419,52373
420,52559
421,53064
422,52981
423,53701
424,53921
425,54068
426,54146
427,54082
428,54174
429,54492
430,54655
431,54857
432,55190
433,55466
434,55303
435,55811
436,55464
437,55631
438,55384
439,55909
440,56231
441,55916
442,56105
443,56205
444,56242
445,56306
446,56811
447,56388
448,56193
449,56466
450,56245
451,56444
452,56691
453,56404
454,56283
455,56149
456,56262
457,56197
458,56123
459,56099
460,55926
461,55792
462,55927
463,55810
464,55311
465,55483
466,55042
467,54759
468,54805
469,54387
470,54612
471,54706
472,54319
473,53962
474,54113
475,53910
476,53711
477,53610
478,53474
479,52914
480,52866
481,52334
482,51914
483,52164
484,51710
485,51587
486,51464
487,50885
488,50413
489,50476
490,50222
491,50102
492,49454
493,49135
494,48927
495,48606
496,48729
497,48287
498,47441
499,47479
500,47107
501,46011
502,46257
503,45883
504,45212
505,45203
506,45290
507,44489
508,44149
509,43754
510,43369
511,43063
512,42789
513,42308
514,42017
515,41448
516,41443
517,40470
518,40374
519,40339
520,40043
521,39312
522,38984
523,38744
524,38060
525,37816
526,38049
527,37152
528,36827
529,36472
530,35637
531,35757
532,35537
533,34508
534,34583
535,34235
536,34105
537,33426
538,33267
539,32867
540,32413
541,32134
542,31677
543,31214
544,31172
545,30520
546,30730
547,30249
548,29891
549,28932
550,28885
551,28507
552,28237
553,27998
554,28045
555,27217
556,27002
557,26566
558,26377
559,25993
560,25723
561,25299
562,25345
563,24633
564,24271
565,24165
566,24048
567,23431
568,23262
569,23031
570,22511
571,22403
572,22052
573,21793
574,21172
575,21052
576,20986
577,20918
578,20329
579,20109
580,19759
581,19311
582,19228
583,18985
584,18432
585,18427
586,18041
587,17848
588,17638
589,17415
590,16838
591,16918
592,16478
593,16391
594,15951
595,15987
596,15699
597,15461
598,15355
599,14975
600,14586
601,14441
602,14191
603,14056
604,13940
605,13555
606,13380
607,13207
608,12680
609,12534
610,12403
611,12240
612,12021
613,11714
614,11523
615,11456
616,11090
617,10770
618,10681
619,10625
620,10297
621,10149
622,9885
623,9649
624,9545
625,9430
626,9126
627,8900
628,8812
629,8485
630,8347
631,8200
632,8020
633,7901
634,7817
635,7364
636,7323
637,7303
638,7070
639,6805
640,6713
641,6557
642,6358
643,6230
644,5960
645,5914
646,5745
647,5641
648,5424
649,5472
650,5284
651,5119
652,5146
653,4879
654,4649
655,4580
656,4458
657,4396
658,4198
659,4157
660,4105
661,3932
662,3690
663,3629
664,3519
665,3323
666,3327
667,3224
668,3184
669,3029
670,2967
671,2802
672,2776
673,2720
674,2604
675,2525
676,2472
677,2236
678,2223
679,2153
680,2010
681,2021
682,1913
683,1849
684,1725
685,1684
686,1646
687,1549
688,1500
689,1471
690,1481
691,1327
692,1295
693,1168
694,1166
695,1091
696,1079
697,1014
698,999
699,943
700,867
701,840
702,811
703,737
704,708
705,705
706,665
707,588
708,602
709,532
710,527
711,499
712,480
713,428
714,391
715,350
716,402
717,338
718,311
719,270
720,308
721,263
722,267
723,227
724,234
725,198
726,205
727,139
728,169
729,136
730,150
731,116
732,106
733,106
734,79
735,86
736,96
737,72
738,52
739,67
740,56
741,44
742,45
743,41
744,44
745,31
746,38
747,24
748,29
749,23
750,23
751,13
752,24
753,18
754,21
755,13
756,20
757,7
758,8
759,13
760,10
761,5
762,8
763,4
764,10
765,3
766,5
767,4
768,7
769,3
770,4
771,1
772,4
773,2
774,3
775,1
776,6
778,1
779,3
780,1
790,2
